filepath,label,split
images\train\Dog\7541.jpg,Dog,train
images\train\Dog\7542.jpg,Dog,train
images\train\Dog\7543.jpg,Dog,train
images\train\Dog\7544.jpg,Dog,train
images\train\Dog\7545.jpg,Dog,train
images\train\Dog\7546.jpg,Dog,train
images\train\Dog\7547.jpg,Dog,train
images\train\Dog\7548.jpg,Dog,train
images\train\Dog\7549.jpg,Dog,train
images\train\Dog\755.jpg,Dog,train
images\train\Dog\7550.jpg,Dog,train
images\train\Dog\7551.jpg,Dog,train
images\train\Dog\7552.jpg,Dog,train
images\train\Dog\7553.jpg,Dog,train
images\train\Dog\7554.jpg,Dog,train
images\train\Dog\7555.jpg,Dog,train
images\train\Dog\7556.jpg,Dog,train
images\train\Dog\7557.jpg,Dog,train
images\train\Dog\7558.jpg,Dog,train
images\train\Dog\7559.jpg,Dog,train
images\train\Dog\756.jpg,Dog,train
images\train\Dog\7560.jpg,Dog,train
images\train\Dog\7561.jpg,Dog,train
images\train\Dog\7562.jpg,Dog,train
images\train\Dog\7563.jpg,Dog,train
images\train\Dog\7564.jpg,Dog,train
images\train\Dog\7565.jpg,Dog,train
images\train\Dog\7566.jpg,Dog,train
images\train\Dog\7567.jpg,Dog,train
images\train\Dog\7568.jpg,Dog,train
images\train\Dog\7569.jpg,Dog,train
images\train\Dog\757.jpg,Dog,train
images\train\Dog\7570.jpg,Dog,train
images\train\Dog\7571.jpg,Dog,train
images\train\Dog\7572.jpg,Dog,train
images\train\Dog\7573.jpg,Dog,train
images\train\Dog\7574.jpg,Dog,train
images\train\Dog\7575.jpg,Dog,train
images\train\Dog\7576.jpg,Dog,train
images\train\Dog\7577.jpg,Dog,train
images\train\Dog\7578.jpg,Dog,train
images\train\Dog\7579.jpg,Dog,train
images\train\Dog\758.jpg,Dog,train
images\train\Dog\7580.jpg,Dog,train
images\train\Dog\7581.jpg,Dog,train
images\train\Dog\7582.jpg,Dog,train
images\train\Dog\7583.jpg,Dog,train
images\train\Dog\7584.jpg,Dog,train
images\train\Dog\7585.jpg,Dog,train
images\train\Dog\7586.jpg,Dog,train
images\train\Dog\7587.jpg,Dog,train
images\train\Dog\7588.jpg,Dog,train
images\train\Dog\7589.jpg,Dog,train
images\train\Dog\759.jpg,Dog,train
images\train\Dog\7590.jpg,Dog,train
images\train\Dog\7591.jpg,Dog,train
images\train\Dog\7592.jpg,Dog,train
images\train\Dog\7593.jpg,Dog,train
images\train\Dog\7594.jpg,Dog,train
images\train\Dog\7595.jpg,Dog,train
images\train\Dog\7596.jpg,Dog,train
images\train\Dog\7597.jpg,Dog,train
images\train\Dog\7598.jpg,Dog,train
images\train\Dog\7599.jpg,Dog,train
images\train\Dog\76.jpg,Dog,train
images\train\Dog\760.jpg,Dog,train
images\train\Dog\7600.jpg,Dog,train
images\train\Dog\7601.jpg,Dog,train
images\train\Dog\7602.jpg,Dog,train
images\train\Dog\7603.jpg,Dog,train
images\train\Dog\7604.jpg,Dog,train
images\train\Dog\7605.jpg,Dog,train
images\train\Dog\7606.jpg,Dog,train
images\train\Dog\7607.jpg,Dog,train
images\train\Dog\7608.jpg,Dog,train
images\train\Dog\7609.jpg,Dog,train
images\train\Dog\761.jpg,Dog,train
images\train\Dog\7610.jpg,Dog,train
images\train\Dog\7611.jpg,Dog,train
images\train\Dog\7612.jpg,Dog,train
images\train\Dog\7613.jpg,Dog,train
images\train\Dog\7614.jpg,Dog,train
images\train\Dog\7615.jpg,Dog,train
images\train\Dog\7616.jpg,Dog,train
images\train\Dog\7617.jpg,Dog,train
images\train\Dog\7618.jpg,Dog,train
images\train\Dog\7619.jpg,Dog,train
images\train\Dog\762.jpg,Dog,train
images\train\Dog\7620.jpg,Dog,train
images\train\Dog\7621.jpg,Dog,train
images\train\Dog\7622.jpg,Dog,train
images\train\Dog\7623.jpg,Dog,train
images\train\Dog\7624.jpg,Dog,train
images\train\Dog\7625.jpg,Dog,train
images\train\Dog\7626.jpg,Dog,train
images\train\Dog\7627.jpg,Dog,train
images\train\Dog\7628.jpg,Dog,train
images\train\Dog\7629.jpg,Dog,train
images\train\Dog\763.jpg,Dog,train
images\train\Dog\7630.jpg,Dog,train
images\train\Dog\7631.jpg,Dog,train
images\train\Dog\7632.jpg,Dog,train
images\train\Dog\7633.jpg,Dog,train
images\train\Dog\7634.jpg,Dog,train
images\train\Dog\7635.jpg,Dog,train
images\train\Dog\7636.jpg,Dog,train
images\train\Dog\7637.jpg,Dog,train
images\train\Dog\7638.jpg,Dog,train
images\train\Dog\7639.jpg,Dog,train
images\train\Dog\764.jpg,Dog,train
images\train\Dog\7640.jpg,Dog,train
images\train\Dog\7641.jpg,Dog,train
images\train\Dog\7642.jpg,Dog,train
images\train\Dog\7643.jpg,Dog,train
images\train\Dog\7644.jpg,Dog,train
images\train\Dog\7645.jpg,Dog,train
images\train\Dog\7646.jpg,Dog,train
images\train\Dog\7647.jpg,Dog,train
images\train\Dog\7648.jpg,Dog,train
images\train\Dog\7649.jpg,Dog,train
images\train\Dog\765.jpg,Dog,train
images\train\Dog\7650.jpg,Dog,train
images\train\Dog\7651.jpg,Dog,train
images\train\Dog\7652.jpg,Dog,train
images\train\Dog\7653.jpg,Dog,train
images\train\Dog\7654.jpg,Dog,train
images\train\Dog\7655.jpg,Dog,train
images\train\Dog\7656.jpg,Dog,train
images\train\Dog\7657.jpg,Dog,train
images\train\Dog\7658.jpg,Dog,train
images\train\Dog\7659.jpg,Dog,train
images\train\Dog\766.jpg,Dog,train
images\train\Dog\7660.jpg,Dog,train
images\train\Dog\7661.jpg,Dog,train
images\train\Dog\7662.jpg,Dog,train
images\train\Dog\7663.jpg,Dog,train
images\train\Dog\7664.jpg,Dog,train
images\train\Dog\7665.jpg,Dog,train
images\train\Dog\7666.jpg,Dog,train
images\train\Dog\7667.jpg,Dog,train
images\train\Dog\7668.jpg,Dog,train
images\train\Dog\7669.jpg,Dog,train
images\train\Dog\767.jpg,Dog,train
images\train\Dog\7670.jpg,Dog,train
images\train\Dog\7671.jpg,Dog,train
images\train\Dog\7672.jpg,Dog,train
images\train\Dog\7673.jpg,Dog,train
images\train\Dog\7674.jpg,Dog,train
images\train\Dog\7675.jpg,Dog,train
images\train\Dog\7676.jpg,Dog,train
images\train\Dog\7677.jpg,Dog,train
images\train\Dog\7678.jpg,Dog,train
images\train\Dog\7679.jpg,Dog,train
images\train\Dog\768.jpg,Dog,train
images\train\Dog\7680.jpg,Dog,train
images\train\Dog\7681.jpg,Dog,train
images\train\Dog\7682.jpg,Dog,train
images\train\Dog\7683.jpg,Dog,train
images\train\Dog\7684.jpg,Dog,train
images\train\Dog\7685.jpg,Dog,train
images\train\Dog\7686.jpg,Dog,train
images\train\Dog\7687.jpg,Dog,train
images\train\Dog\7688.jpg,Dog,train
images\train\Dog\7689.jpg,Dog,train
images\train\Dog\769.jpg,Dog,train
images\train\Dog\7690.jpg,Dog,train
images\train\Dog\7691.jpg,Dog,train
images\train\Dog\7692.jpg,Dog,train
images\train\Dog\7693.jpg,Dog,train
images\train\Dog\7694.jpg,Dog,train
images\train\Dog\7695.jpg,Dog,train
images\train\Dog\7696.jpg,Dog,train
images\train\Dog\7697.jpg,Dog,train
images\train\Dog\7698.jpg,Dog,train
images\train\Dog\7699.jpg,Dog,train
images\train\Dog\77.jpg,Dog,train
images\train\Dog\770.jpg,Dog,train
images\train\Dog\7700.jpg,Dog,train
images\train\Dog\7701.jpg,Dog,train
images\train\Dog\7702.jpg,Dog,train
images\train\Dog\7703.jpg,Dog,train
images\train\Dog\7704.jpg,Dog,train
images\train\Dog\7705.jpg,Dog,train
images\train\Dog\7706.jpg,Dog,train
images\train\Dog\7707.jpg,Dog,train
images\train\Dog\7708.jpg,Dog,train
images\train\Dog\7709.jpg,Dog,train
images\train\Dog\771.jpg,Dog,train
images\train\Dog\7710.jpg,Dog,train
images\train\Dog\7711.jpg,Dog,train
images\train\Dog\7712.jpg,Dog,train
images\train\Dog\7713.jpg,Dog,train
images\train\Dog\7714.jpg,Dog,train
images\train\Dog\7715.jpg,Dog,train
images\train\Dog\7716.jpg,Dog,train
images\train\Dog\7717.jpg,Dog,train
images\train\Dog\7718.jpg,Dog,train
images\train\Dog\7719.jpg,Dog,train
images\train\Dog\772.jpg,Dog,train
images\train\Dog\7720.jpg,Dog,train
images\train\Dog\7721.jpg,Dog,train
images\train\Dog\7722.jpg,Dog,train
images\train\Dog\7723.jpg,Dog,train
images\train\Dog\7724.jpg,Dog,train
images\train\Dog\7725.jpg,Dog,train
images\train\Dog\7726.jpg,Dog,train
images\train\Dog\7727.jpg,Dog,train
images\train\Dog\7728.jpg,Dog,train
images\train\Dog\7729.jpg,Dog,train
images\train\Dog\773.jpg,Dog,train
images\train\Dog\7730.jpg,Dog,train
images\train\Dog\7731.jpg,Dog,train
images\train\Dog\7732.jpg,Dog,train
images\train\Dog\7733.jpg,Dog,train
images\train\Dog\7734.jpg,Dog,train
images\train\Dog\7735.jpg,Dog,train
images\train\Dog\7736.jpg,Dog,train
images\train\Dog\7737.jpg,Dog,train
images\train\Dog\7738.jpg,Dog,train
images\train\Dog\7739.jpg,Dog,train
images\train\Dog\774.jpg,Dog,train
images\train\Dog\7740.jpg,Dog,train
images\train\Dog\7741.jpg,Dog,train
images\train\Dog\7742.jpg,Dog,train
images\train\Dog\7743.jpg,Dog,train
images\train\Dog\7744.jpg,Dog,train
images\train\Dog\7745.jpg,Dog,train
images\train\Dog\7746.jpg,Dog,train
images\train\Dog\7747.jpg,Dog,train
images\train\Dog\7748.jpg,Dog,train
images\train\Dog\7749.jpg,Dog,train
images\train\Dog\775.jpg,Dog,train
images\train\Dog\7750.jpg,Dog,train
images\train\Dog\7751.jpg,Dog,train
images\train\Dog\7752.jpg,Dog,train
images\train\Dog\7753.jpg,Dog,train
images\train\Dog\7754.jpg,Dog,train
images\train\Dog\7755.jpg,Dog,train
images\train\Dog\7756.jpg,Dog,train
images\train\Dog\7757.jpg,Dog,train
images\train\Dog\7758.jpg,Dog,train
images\train\Dog\7759.jpg,Dog,train
images\train\Dog\776.jpg,Dog,train
images\train\Dog\7760.jpg,Dog,train
images\train\Dog\7761.jpg,Dog,train
images\train\Dog\7762.jpg,Dog,train
images\train\Dog\7763.jpg,Dog,train
images\train\Dog\7764.jpg,Dog,train
images\train\Dog\7765.jpg,Dog,train
images\train\Dog\7766.jpg,Dog,train
images\train\Dog\7767.jpg,Dog,train
images\train\Dog\7768.jpg,Dog,train
images\train\Dog\7769.jpg,Dog,train
images\train\Dog\777.jpg,Dog,train
images\train\Dog\7770.jpg,Dog,train
images\train\Dog\7771.jpg,Dog,train
images\train\Dog\7772.jpg,Dog,train
images\train\Dog\7773.jpg,Dog,train
images\train\Dog\7774.jpg,Dog,train
images\train\Dog\7775.jpg,Dog,train
images\train\Dog\7776.jpg,Dog,train
images\train\Dog\7777.jpg,Dog,train
images\train\Dog\7778.jpg,Dog,train
images\train\Dog\7779.jpg,Dog,train
images\train\Dog\778.jpg,Dog,train
images\train\Dog\7780.jpg,Dog,train
images\train\Dog\7781.jpg,Dog,train
images\train\Dog\7782.jpg,Dog,train
images\train\Dog\7783.jpg,Dog,train
images\train\Dog\7784.jpg,Dog,train
images\train\Dog\7785.jpg,Dog,train
images\train\Dog\7786.jpg,Dog,train
images\train\Dog\7787.jpg,Dog,train
images\train\Dog\7788.jpg,Dog,train
images\train\Dog\7789.jpg,Dog,train
images\train\Dog\779.jpg,Dog,train
images\train\Dog\7790.jpg,Dog,train
images\train\Dog\7791.jpg,Dog,train
images\train\Dog\7792.jpg,Dog,train
images\train\Dog\7793.jpg,Dog,train
images\train\Dog\7794.jpg,Dog,train
images\train\Dog\7795.jpg,Dog,train
images\train\Dog\7796.jpg,Dog,train
images\train\Dog\7797.jpg,Dog,train
images\train\Dog\7798.jpg,Dog,train
images\train\Dog\7799.jpg,Dog,train
images\train\Dog\78.jpg,Dog,train
images\train\Dog\780.jpg,Dog,train
images\train\Dog\7800.jpg,Dog,train
images\train\Dog\7801.jpg,Dog,train
images\train\Dog\7802.jpg,Dog,train
images\train\Dog\7803.jpg,Dog,train
images\train\Dog\7804.jpg,Dog,train
images\train\Dog\7805.jpg,Dog,train
images\train\Dog\7806.jpg,Dog,train
images\train\Dog\7807.jpg,Dog,train
images\train\Dog\7808.jpg,Dog,train
images\train\Dog\7809.jpg,Dog,train
images\train\Dog\781.jpg,Dog,train
images\train\Dog\7810.jpg,Dog,train
images\train\Dog\7811.jpg,Dog,train
images\train\Dog\7812.jpg,Dog,train
images\train\Dog\7813.jpg,Dog,train
images\train\Dog\7814.jpg,Dog,train
images\train\Dog\7815.jpg,Dog,train
images\train\Dog\7816.jpg,Dog,train
images\train\Dog\7817.jpg,Dog,train
images\train\Dog\7818.jpg,Dog,train
images\train\Dog\7819.jpg,Dog,train
images\train\Dog\782.jpg,Dog,train
images\train\Dog\7820.jpg,Dog,train
images\train\Dog\7821.jpg,Dog,train
images\train\Dog\7822.jpg,Dog,train
images\train\Dog\7823.jpg,Dog,train
images\train\Dog\7824.jpg,Dog,train
images\train\Dog\7825.jpg,Dog,train
images\train\Dog\7826.jpg,Dog,train
images\train\Dog\7827.jpg,Dog,train
images\train\Dog\7828.jpg,Dog,train
images\train\Dog\7829.jpg,Dog,train
images\train\Dog\783.jpg,Dog,train
images\train\Dog\7830.jpg,Dog,train
images\train\Dog\7831.jpg,Dog,train
images\train\Dog\7832.jpg,Dog,train
images\train\Dog\7833.jpg,Dog,train
images\train\Dog\7834.jpg,Dog,train
images\train\Dog\7835.jpg,Dog,train
images\train\Dog\7836.jpg,Dog,train
images\train\Dog\7837.jpg,Dog,train
images\train\Dog\7838.jpg,Dog,train
images\train\Dog\7839.jpg,Dog,train
images\train\Dog\784.jpg,Dog,train
images\train\Dog\7840.jpg,Dog,train
images\train\Dog\7841.jpg,Dog,train
images\train\Dog\7842.jpg,Dog,train
images\train\Dog\7843.jpg,Dog,train
images\train\Dog\7844.jpg,Dog,train
images\train\Dog\7845.jpg,Dog,train
images\train\Dog\7846.jpg,Dog,train
images\train\Dog\7847.jpg,Dog,train
images\train\Dog\7848.jpg,Dog,train
images\train\Dog\7849.jpg,Dog,train
images\train\Dog\785.jpg,Dog,train
images\train\Dog\7850.jpg,Dog,train
images\train\Dog\7851.jpg,Dog,train
images\train\Dog\7852.jpg,Dog,train
images\train\Dog\7853.jpg,Dog,train
images\train\Dog\7854.jpg,Dog,train
images\train\Dog\7855.jpg,Dog,train
images\train\Dog\7856.jpg,Dog,train
images\train\Dog\7857.jpg,Dog,train
images\train\Dog\7858.jpg,Dog,train
images\train\Dog\7859.jpg,Dog,train
images\train\Dog\786.jpg,Dog,train
images\train\Dog\7860.jpg,Dog,train
images\train\Dog\7861.jpg,Dog,train
images\train\Dog\7862.jpg,Dog,train
images\train\Dog\7863.jpg,Dog,train
images\train\Dog\7864.jpg,Dog,train
images\train\Dog\7865.jpg,Dog,train
images\train\Dog\7866.jpg,Dog,train
images\train\Dog\7867.jpg,Dog,train
images\train\Dog\7868.jpg,Dog,train
images\train\Dog\7869.jpg,Dog,train
images\train\Dog\787.jpg,Dog,train
images\train\Dog\7870.jpg,Dog,train
images\train\Dog\7871.jpg,Dog,train
images\train\Dog\7872.jpg,Dog,train
images\train\Dog\7873.jpg,Dog,train
images\train\Dog\7874.jpg,Dog,train
images\train\Dog\7875.jpg,Dog,train
images\train\Dog\7876.jpg,Dog,train
images\train\Dog\7877.jpg,Dog,train
images\train\Dog\7878.jpg,Dog,train
images\train\Dog\7879.jpg,Dog,train
images\train\Dog\788.jpg,Dog,train
images\train\Dog\7880.jpg,Dog,train
images\train\Dog\7881.jpg,Dog,train
images\train\Dog\7882.jpg,Dog,train
images\train\Dog\7883.jpg,Dog,train
images\train\Dog\7884.jpg,Dog,train
images\train\Dog\7885.jpg,Dog,train
images\train\Dog\7886.jpg,Dog,train
images\train\Dog\7887.jpg,Dog,train
images\train\Dog\7888.jpg,Dog,train
images\train\Dog\7889.jpg,Dog,train
images\train\Dog\789.jpg,Dog,train
images\train\Dog\7890.jpg,Dog,train
images\train\Dog\7891.jpg,Dog,train
images\train\Dog\7892.jpg,Dog,train
images\train\Dog\7893.jpg,Dog,train
images\train\Dog\7894.jpg,Dog,train
images\train\Dog\7895.jpg,Dog,train
images\train\Dog\7896.jpg,Dog,train
images\train\Dog\7897.jpg,Dog,train
images\train\Dog\7898.jpg,Dog,train
images\train\Dog\7899.jpg,Dog,train
images\train\Dog\79.jpg,Dog,train
images\train\Dog\790.jpg,Dog,train
images\train\Dog\7900.jpg,Dog,train
images\train\Dog\7901.jpg,Dog,train
images\train\Dog\7902.jpg,Dog,train
images\train\Dog\7903.jpg,Dog,train
images\train\Dog\7904.jpg,Dog,train
images\train\Dog\7905.jpg,Dog,train
images\train\Dog\7906.jpg,Dog,train
images\train\Dog\7907.jpg,Dog,train
images\train\Dog\7908.jpg,Dog,train
images\train\Dog\7909.jpg,Dog,train
images\train\Dog\791.jpg,Dog,train
images\train\Dog\7910.jpg,Dog,train
images\train\Dog\7911.jpg,Dog,train
images\train\Dog\7912.jpg,Dog,train
images\train\Dog\7913.jpg,Dog,train
images\train\Dog\7914.jpg,Dog,train
images\train\Dog\7915.jpg,Dog,train
images\train\Dog\7916.jpg,Dog,train
images\train\Dog\7917.jpg,Dog,train
images\train\Dog\7918.jpg,Dog,train
images\train\Dog\7919.jpg,Dog,train
images\train\Dog\792.jpg,Dog,train
images\train\Dog\7920.jpg,Dog,train
images\train\Dog\7921.jpg,Dog,train
images\train\Dog\7922.jpg,Dog,train
images\train\Dog\7923.jpg,Dog,train
images\train\Dog\7924.jpg,Dog,train
images\train\Dog\7925.jpg,Dog,train
images\train\Dog\7926.jpg,Dog,train
images\train\Dog\7927.jpg,Dog,train
images\train\Dog\7928.jpg,Dog,train
images\train\Dog\7929.jpg,Dog,train
images\train\Dog\793.jpg,Dog,train
images\train\Dog\7930.jpg,Dog,train
images\train\Dog\7931.jpg,Dog,train
images\train\Dog\7932.jpg,Dog,train
images\train\Dog\7933.jpg,Dog,train
images\train\Dog\7934.jpg,Dog,train
images\train\Dog\7935.jpg,Dog,train
images\train\Dog\7936.jpg,Dog,train
images\train\Dog\7937.jpg,Dog,train
images\train\Dog\7938.jpg,Dog,train
images\train\Dog\7939.jpg,Dog,train
images\train\Dog\794.jpg,Dog,train
images\train\Dog\7940.jpg,Dog,train
images\train\Dog\7941.jpg,Dog,train
images\train\Dog\7942.jpg,Dog,train
images\train\Dog\7943.jpg,Dog,train
images\train\Dog\7944.jpg,Dog,train
images\train\Dog\7945.jpg,Dog,train
images\train\Dog\7946.jpg,Dog,train
images\train\Dog\7947.jpg,Dog,train
images\train\Dog\7948.jpg,Dog,train
images\train\Dog\7949.jpg,Dog,train
images\train\Dog\795.jpg,Dog,train
images\train\Dog\7950.jpg,Dog,train
images\train\Dog\7951.jpg,Dog,train
images\train\Dog\7952.jpg,Dog,train
images\train\Dog\7953.jpg,Dog,train
images\train\Dog\7954.jpg,Dog,train
images\train\Dog\7955.jpg,Dog,train
images\train\Dog\7956.jpg,Dog,train
images\train\Dog\7957.jpg,Dog,train
images\train\Dog\7958.jpg,Dog,train
images\train\Dog\7959.jpg,Dog,train
images\train\Dog\796.jpg,Dog,train
images\train\Dog\7960.jpg,Dog,train
images\train\Dog\7961.jpg,Dog,train
images\train\Dog\7962.jpg,Dog,train
images\train\Dog\7963.jpg,Dog,train
images\train\Dog\7964.jpg,Dog,train
images\train\Dog\7965.jpg,Dog,train
images\train\Dog\7966.jpg,Dog,train
images\train\Dog\7967.jpg,Dog,train
images\train\Dog\7968.jpg,Dog,train
images\train\Dog\7969.jpg,Dog,train
images\train\Dog\797.jpg,Dog,train
images\train\Dog\7970.jpg,Dog,train
images\train\Dog\7971.jpg,Dog,train
images\train\Dog\7972.jpg,Dog,train
images\train\Dog\7973.jpg,Dog,train
images\train\Dog\7974.jpg,Dog,train
images\train\Dog\7975.jpg,Dog,train
images\train\Dog\7976.jpg,Dog,train
images\train\Dog\7977.jpg,Dog,train
images\train\Dog\7978.jpg,Dog,train
images\train\Dog\7979.jpg,Dog,train
images\train\Dog\798.jpg,Dog,train
images\train\Dog\7980.jpg,Dog,train
images\train\Dog\7981.jpg,Dog,train
images\train\Dog\7982.jpg,Dog,train
images\train\Dog\7983.jpg,Dog,train
images\train\Dog\7984.jpg,Dog,train
images\train\Dog\7985.jpg,Dog,train
images\train\Dog\7986.jpg,Dog,train
images\train\Dog\7987.jpg,Dog,train
images\train\Dog\7988.jpg,Dog,train
images\train\Dog\7989.jpg,Dog,train
images\train\Dog\799.jpg,Dog,train
images\train\Dog\7990.jpg,Dog,train
images\train\Dog\7991.jpg,Dog,train
images\train\Dog\7992.jpg,Dog,train
images\train\Dog\7993.jpg,Dog,train
images\train\Dog\7994.jpg,Dog,train
images\train\Dog\7995.jpg,Dog,train
images\train\Dog\7996.jpg,Dog,train
images\train\Dog\7997.jpg,Dog,train
images\train\Dog\7998.jpg,Dog,train
images\train\Dog\7999.jpg,Dog,train
images\train\Dog\8.jpg,Dog,train
images\train\Dog\80.jpg,Dog,train
images\train\Dog\800.jpg,Dog,train
images\train\Dog\8000.jpg,Dog,train
images\train\Dog\8001.jpg,Dog,train
images\train\Dog\8002.jpg,Dog,train
images\train\Dog\8003.jpg,Dog,train
images\train\Dog\8004.jpg,Dog,train
images\train\Dog\8005.jpg,Dog,train
images\train\Dog\8006.jpg,Dog,train
images\train\Dog\8007.jpg,Dog,train
images\train\Dog\8008.jpg,Dog,train
images\train\Dog\8009.jpg,Dog,train
images\train\Dog\801.jpg,Dog,train
images\train\Dog\8010.jpg,Dog,train
images\train\Dog\8011.jpg,Dog,train
images\train\Dog\8012.jpg,Dog,train
images\train\Dog\8013.jpg,Dog,train
images\train\Dog\8014.jpg,Dog,train
images\train\Dog\8015.jpg,Dog,train
images\train\Dog\8016.jpg,Dog,train
images\train\Dog\8017.jpg,Dog,train
images\train\Dog\8018.jpg,Dog,train
images\train\Dog\8019.jpg,Dog,train
images\train\Dog\802.jpg,Dog,train
images\train\Dog\8020.jpg,Dog,train
images\train\Dog\8021.jpg,Dog,train
images\train\Dog\8022.jpg,Dog,train
images\train\Dog\8023.jpg,Dog,train
images\train\Dog\8024.jpg,Dog,train
images\train\Dog\8025.jpg,Dog,train
images\train\Dog\8026.jpg,Dog,train
images\train\Dog\8027.jpg,Dog,train
images\train\Dog\8028.jpg,Dog,train
images\train\Dog\8029.jpg,Dog,train
images\train\Dog\803.jpg,Dog,train
images\train\Dog\8030.jpg,Dog,train
images\train\Dog\8031.jpg,Dog,train
images\train\Dog\8032.jpg,Dog,train
images\train\Dog\8033.jpg,Dog,train
images\train\Dog\8034.jpg,Dog,train
images\train\Dog\8035.jpg,Dog,train
images\train\Dog\8036.jpg,Dog,train
images\train\Dog\8037.jpg,Dog,train
images\train\Dog\8038.jpg,Dog,train
images\train\Dog\8039.jpg,Dog,train
images\train\Dog\804.jpg,Dog,train
images\train\Dog\8040.jpg,Dog,train
images\train\Dog\8041.jpg,Dog,train
images\train\Dog\8042.jpg,Dog,train
images\train\Dog\8043.jpg,Dog,train
images\train\Dog\8044.jpg,Dog,train
images\train\Dog\8045.jpg,Dog,train
images\train\Dog\8046.jpg,Dog,train
images\train\Dog\8047.jpg,Dog,train
images\train\Dog\8048.jpg,Dog,train
images\train\Dog\8049.jpg,Dog,train
images\train\Dog\805.jpg,Dog,train
images\train\Dog\8050.jpg,Dog,train
images\train\Dog\8051.jpg,Dog,train
images\train\Dog\8052.jpg,Dog,train
images\train\Dog\8053.jpg,Dog,train
images\train\Dog\8054.jpg,Dog,train
images\train\Dog\8055.jpg,Dog,train
images\train\Dog\8056.jpg,Dog,train
images\train\Dog\8057.jpg,Dog,train
images\train\Dog\8058.jpg,Dog,train
images\train\Dog\8059.jpg,Dog,train
images\train\Dog\806.jpg,Dog,train
images\train\Dog\8060.jpg,Dog,train
images\train\Dog\8061.jpg,Dog,train
images\train\Dog\8062.jpg,Dog,train
images\train\Dog\8063.jpg,Dog,train
images\train\Dog\8064.jpg,Dog,train
images\train\Dog\8065.jpg,Dog,train
images\train\Dog\8066.jpg,Dog,train
images\train\Dog\8067.jpg,Dog,train
images\train\Dog\8068.jpg,Dog,train
images\train\Dog\8069.jpg,Dog,train
images\train\Dog\807.jpg,Dog,train
images\train\Dog\8070.jpg,Dog,train
images\train\Dog\8071.jpg,Dog,train
images\train\Dog\8072.jpg,Dog,train
images\train\Dog\8073.jpg,Dog,train
images\train\Dog\8074.jpg,Dog,train
images\train\Dog\8075.jpg,Dog,train
images\train\Dog\8076.jpg,Dog,train
images\train\Dog\8077.jpg,Dog,train
images\train\Dog\8078.jpg,Dog,train
images\train\Dog\8079.jpg,Dog,train
images\train\Dog\808.jpg,Dog,train
images\train\Dog\8080.jpg,Dog,train
images\train\Dog\8081.jpg,Dog,train
images\train\Dog\8082.jpg,Dog,train
images\train\Dog\8083.jpg,Dog,train
images\train\Dog\8084.jpg,Dog,train
images\train\Dog\8085.jpg,Dog,train
images\train\Dog\8086.jpg,Dog,train
images\train\Dog\8087.jpg,Dog,train
images\train\Dog\8088.jpg,Dog,train
images\train\Dog\8089.jpg,Dog,train
images\train\Dog\809.jpg,Dog,train
images\train\Dog\8090.jpg,Dog,train
images\train\Dog\8091.jpg,Dog,train
images\train\Dog\8092.jpg,Dog,train
images\train\Dog\8093.jpg,Dog,train
images\train\Dog\8094.jpg,Dog,train
images\train\Dog\8095.jpg,Dog,train
images\train\Dog\8096.jpg,Dog,train
images\train\Dog\8097.jpg,Dog,train
images\train\Dog\8098.jpg,Dog,train
images\train\Dog\8099.jpg,Dog,train
images\train\Dog\81.jpg,Dog,train
images\train\Dog\810.jpg,Dog,train
images\train\Dog\8100.jpg,Dog,train
images\train\Dog\8101.jpg,Dog,train
images\train\Dog\8102.jpg,Dog,train
images\train\Dog\8103.jpg,Dog,train
images\train\Dog\8104.jpg,Dog,train
images\train\Dog\8105.jpg,Dog,train
images\train\Dog\8106.jpg,Dog,train
images\train\Dog\8107.jpg,Dog,train
images\train\Dog\8108.jpg,Dog,train
images\train\Dog\8109.jpg,Dog,train
images\train\Dog\811.jpg,Dog,train
images\train\Dog\8110.jpg,Dog,train
images\train\Dog\8111.jpg,Dog,train
images\train\Dog\8112.jpg,Dog,train
images\train\Dog\8113.jpg,Dog,train
images\train\Dog\8114.jpg,Dog,train
images\train\Dog\8115.jpg,Dog,train
images\train\Dog\8116.jpg,Dog,train
images\train\Dog\8117.jpg,Dog,train
images\train\Dog\8118.jpg,Dog,train
images\train\Dog\8119.jpg,Dog,train
images\train\Dog\812.jpg,Dog,train
images\train\Dog\8120.jpg,Dog,train
images\train\Dog\8121.jpg,Dog,train
images\train\Dog\8122.jpg,Dog,train
images\train\Dog\8123.jpg,Dog,train
images\train\Dog\8124.jpg,Dog,train
images\train\Dog\8125.jpg,Dog,train
images\train\Dog\8126.jpg,Dog,train
images\train\Dog\8127.jpg,Dog,train
images\train\Dog\8128.jpg,Dog,train
images\train\Dog\8129.jpg,Dog,train
images\train\Dog\813.jpg,Dog,train
images\train\Dog\8130.jpg,Dog,train
images\train\Dog\8131.jpg,Dog,train
images\train\Dog\8132.jpg,Dog,train
images\train\Dog\8133.jpg,Dog,train
images\train\Dog\8134.jpg,Dog,train
images\train\Dog\8135.jpg,Dog,train
images\train\Dog\8136.jpg,Dog,train
images\train\Dog\8137.jpg,Dog,train
images\train\Dog\8138.jpg,Dog,train
images\train\Dog\8139.jpg,Dog,train
images\train\Dog\814.jpg,Dog,train
images\train\Dog\8140.jpg,Dog,train
images\train\Dog\8141.jpg,Dog,train
images\train\Dog\8142.jpg,Dog,train
